TF.CellLine.Antibody.Lab.renamed,Cell Line,Factor,Lab,Treatment,Antibody,Data Version,Quality,Table Name,Control,TF.CellLine.Antibody.Lab,DeepBind.star,DeepBind,MEME.SUM,MEME.M1
NFIC_GM12878_NFIC_(SC_81335)_HudsonAlpha,GM12878,NFIC,HudsonAlpha,None,NFIC+AF8-(SC+AC0-81335),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Nficsc81335V0422111UniPk,NA,NFIC_GM12878_NFIC_(SC-81335)_HudsonAlpha,0.929026,0.735469,0.788252,0.610444
NFIC_HepG2_NFIC_(SC_81335)_HudsonAlpha,HepG2,NFIC,HudsonAlpha,None,NFIC+AF8-(SC+AC0-81335),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk,NA,NFIC_HepG2_NFIC_(SC-81335)_HudsonAlpha,0.893724,0.796546,0.828624,0.758292
NFYA_GM12878_NF_YA_Harvard,GM12878,NFYA,Harvard,None,NF+AC0-YA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878NfyaIggmusUniPk,IgG+AC0-mus,NFYA_GM12878_NF-YA_Harvard,0.941497,0.940388,0.929384,0.925372
NFYA_HeLa_S3_NF_YA_Harvard,HeLa+AC0-S3,NFYA,Harvard,None,NF+AC0-YA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3NfyaIggrabUniPk,IgG+AC0-rab,NFYA_HeLa-S3_NF-YA_Harvard,0.976668,0.958427,0.947644,0.9427
NFYA_K562_NF_YA_Stanford,K562,NFYA,Stanford,None,NF+AC0-YA,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562NfyaUniPk,std,NFYA_K562_NF-YA_Stanford,0.97296,0.97658,0.958204,0.958652
NFYB_GM12878_NF_YB_Harvard,GM12878,NFYB,Harvard,None,NF+AC0-YB,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878NfybIggmusUniPk,IgG+AC0-mus,NFYB_GM12878_NF-YB_Harvard,0.989541,0.985824,0.97192,0.975896
NFYB_HeLa_S3_NF_YB_Harvard,HeLa+AC0-S3,NFYB,Harvard,None,NF+AC0-YB,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3NfybIggrabUniPk,IgG+AC0-rab,NFYB_HeLa-S3_NF-YB_Harvard,0.988179,0.987159,0.970744,0.976732
NFYB_K562_NF_YB_Stanford,K562,NFYB,Stanford,None,NF+AC0-YB,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562NfybUniPk,std,NFYB_K562_NF-YB_Stanford,0.993164,0.990572,0.977724,0.97418
NR2C2_GM12878_TR4_USC,GM12878,NR2C2,USC,None,TR4,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Tr4UniPk,std,NR2C2_GM12878_TR4_USC,0.736799,0.735903,0.6242,0.485268
NR2C2_HeLa_S3_TR4_USC,HeLa+AC0-S3,NR2C2,USC,None,TR4,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Tr4UniPk,std,NR2C2_HeLa-S3_TR4_USC,0.909252,0.91535,0.8413,0.73116
NR2C2_HepG2_TR4_USC,HepG2,NR2C2,USC,None,TR4,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Tr4UcdUniPk,UCDavis,NR2C2_HepG2_TR4_USC,0.871037,0.886773,0.832128,0.74716
NR2F2_K562_NR2F2_(SC_271940)_HudsonAlpha,K562,NR2F2,HudsonAlpha,None,NR2F2+AF8-(SC+AC0-271940),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk,NA,NR2F2_K562_NR2F2_(SC-271940)_HudsonAlpha,0.95311,0.912323,0.884608,0.852804
NRF1_GM12878_Nrf1_Stanford,GM12878,NRF1,Stanford,None,Nrf1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Nrf1IggmusUniPk,IgG+AC0-mus,NRF1_GM12878_Nrf1_Stanford,0.995406,0.986733,0.980536,0.975024
NRF1_H1_hESC_Nrf1_Stanford,H1+AC0-hESC,NRF1,Stanford,None,Nrf1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk,IgG+AC0-rab,NRF1_H1-hESC_Nrf1_Stanford,0.996374,0.993966,0.983104,0.989184
NRF1_HeLa_S3_Nrf1_Stanford,HeLa+AC0-S3,NRF1,Stanford,None,Nrf1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Nrf1IggmusUniPk,IgG+AC0-mus,NRF1_HeLa-S3_Nrf1_Stanford,0.988361,0.981014,0.972916,0.971096
NRF1_K562_Nrf1_Stanford,K562,NRF1,Stanford,None,Nrf1,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Nrf1IggrabUniPk,IgG+AC0-rab,NRF1_K562_Nrf1_Stanford,0.991804,0.986405,0.969568,0.969536
PAX5_GM12878_PAX5_C20_HudsonAlpha,GM12878,PAX5,HudsonAlpha,None,PAX5+AC0-C20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pax5c20Pcr1xUniPk,NA,PAX5_GM12878_PAX5-C20_HudsonAlpha,0.966384,0.941971,0.89398,0.90068
PAX5_GM12878_PAX5_N19_HudsonAlpha,GM12878,PAX5,HudsonAlpha,None,PAX5+AC0-N19,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pax5n19Pcr1xUniPk,NA,PAX5_GM12878_PAX5-N19_HudsonAlpha,0.93212,0.810206,0.814868,0.73858
PAX5_GM12891_PAX5_C20_HudsonAlpha,GM12891,PAX5,HudsonAlpha,None,PAX5+AC0-C20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pax5c20V0416101UniPk,NA,PAX5_GM12891_PAX5-C20_HudsonAlpha,0.952012,0.927024,0.861628,0.847572
PAX5_GM12892_PAX5_C20_HudsonAlpha,GM12892,PAX5,HudsonAlpha,None,PAX5+AC0-C20,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk,NA,PAX5_GM12892_PAX5-C20_HudsonAlpha,0.89586,0.87267,0.817388,0.799784
PBX3_GM12878_Pbx3_HudsonAlpha,GM12878,PBX3,HudsonAlpha,None,Pbx3,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pbx3Pcr1xUniPk,NA,PBX3_GM12878_Pbx3_HudsonAlpha,0.908653,0.9747,0.953424,0.915728
PHF8_K562_PHF8_(A301_772A)_Broad,K562,PHF8,Broad,None,PHF8+AF8-(A301+AC0-772A),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Phf8a301772aUniPk,std,PHF8_K562_PHF8_(A301-772A)_Broad,0.766903,0.685714,0.597692,0.57008
PML_GM12878_PML_(SC_71910)_HudsonAlpha,GM12878,PML,HudsonAlpha,None,PML+AF8-(SC+AC0-71910),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pmlsc71910V0422111UniPk,NA,PML_GM12878_PML_(SC-71910)_HudsonAlpha,0.75866,0.677261,0.578,0.582572
PML_K562_PML_(SC_71910)_HudsonAlpha,K562,PML,HudsonAlpha,None,PML+AF8-(SC+AC0-71910),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk,NA,PML_K562_PML_(SC-71910)_HudsonAlpha,0.903496,0.83982,0.848488,0.849448
POLR2A_A549_Pol2(phosphoS2)_Stanford,A549,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhA549Pol2s2IggrabUniPk,IgG+AC0-rab,POLR2A_A549_Pol2(phosphoS2)_Stanford,0.649296,0.584309,0.552764,0.50666
POLR2A_A549_Pol2_UT_A,A549,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaA549Pol2UniPk,NA,POLR2A_A549_Pol2_UT-A,0.809187,0.695237,0.65478,0.617376
POLR2A_GM12878_Pol2(phosphoS2)_Stanford,GM12878,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Pol2s2IggmusUniPk,IgG+AC0-mus,POLR2A_GM12878_Pol2(phosphoS2)_Stanford,0.741081,0.688077,0.67742,0.676288
POLR2A_GM12878_Pol2_4H8_HudsonAlpha,GM12878,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pol24h8Pcr1xUniPk,NA,POLR2A_GM12878_Pol2-4H8_HudsonAlpha,0.787039,0.677332,0.643412,0.584472
POLR2A_GM12878_Pol2_HudsonAlpha,GM12878,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pol2Pcr2xUniPk,NA,POLR2A_GM12878_Pol2_HudsonAlpha,0.82958,0.738278,0.674004,0.645124
POLR2A_GM12878_Pol2_Stanford,GM12878,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM12878_Pol2_Stanford,0.762704,0.695624,0.584508,0.564288
POLR2A_GM12878_Pol2_UT_A,GM12878,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaGm12878Pol2UniPk,NA,POLR2A_GM12878_Pol2_UT-A,0.784212,0.698593,0.652144,0.580576
POLR2A_GM12891_Pol2_4H8_HudsonAlpha,GM12891,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pol24h8Pcr1xUniPk,NA,POLR2A_GM12891_Pol2-4H8_HudsonAlpha,0.739897,0.66856,0.615852,0.61714
POLR2A_GM12891_Pol2_HudsonAlpha,GM12891,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pol2Pcr1xUniPk,NA,POLR2A_GM12891_Pol2_HudsonAlpha,0.778358,0.703276,0.65758,0.631264
POLR2A_GM12891_Pol2_Stanford,GM12891,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12891Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM12891_Pol2_Stanford,0.723561,0.628141,0.579748,0.577024
POLR2A_GM12892_Pol2_4H8_HudsonAlpha,GM12892,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Pol24h8V0416102UniPk,NA,POLR2A_GM12892_Pol2-4H8_HudsonAlpha,0.78523,0.69394,0.659036,0.628608
POLR2A_GM12892_Pol2_HudsonAlpha,GM12892,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12892Pol2V0416102UniPk,NA,POLR2A_GM12892_Pol2_HudsonAlpha,0.785267,0.669038,0.666804,0.59092
POLR2A_GM12892_Pol2_Stanford,GM12892,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12892Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM12892_Pol2_Stanford,0.799703,0.688206,0.666764,0.578228
POLR2A_GM15510_Pol2_Stanford,GM15510,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm15510Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM15510_Pol2_Stanford,0.796635,0.712606,0.59546,0.52428
POLR2A_GM18505_Pol2_Stanford,GM18505,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm18505Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM18505_Pol2_Stanford,0.813985,0.70066,0.66662,0.646008
POLR2A_GM18526_Pol2_Stanford,GM18526,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm18526Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM18526_Pol2_Stanford,0.791676,0.667103,0.653576,0.628396
POLR2A_GM18951_Pol2_Stanford,GM18951,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm18951Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM18951_Pol2_Stanford,0.818297,0.699354,0.620476,0.641828
POLR2A_GM19099_Pol2_Stanford,GM19099,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm19099Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM19099_Pol2_Stanford,0.793473,0.707427,0.66156,0.638996
POLR2A_GM19193_Pol2_Stanford,GM19193,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_GM19193_Pol2_Stanford,0.800333,0.719761,0.646068,0.657596
POLR2A_Gliobla_Pol2_UT_A,Gliobla,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaGlioblaPol2UniPk,NA,POLR2A_Gliobla_Pol2_UT-A,0.802717,0.680222,0.63276,0.613836
POLR2A_H1_hESC_Pol2_4H8_HudsonAlpha,H1+AC0-hESC,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescPol24h8V0416102UniPk,NA,POLR2A_H1-hESC_Pol2-4H8_HudsonAlpha,0.769657,0.690939,0.658504,0.619272
POLR2A_H1_hESC_Pol2_HudsonAlpha,H1+AC0-hESC,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescPol2V0416102UniPk,NA,POLR2A_H1-hESC_Pol2_HudsonAlpha,0.769595,0.680392,0.692684,0.659752
POLR2A_H1_hESC_Pol2_UT_A,H1+AC0-hESC,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaH1hescPol2UniPk,NA,POLR2A_H1-hESC_Pol2_UT-A,0.837904,0.740148,0.607248,0.606348
POLR2A_HCT_116_Pol2_4H8_HudsonAlpha,HCT+AC0-116,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHct116Pol24h8V0416101UniPk,NA,POLR2A_HCT-116_Pol2-4H8_HudsonAlpha,0.776364,0.666317,0.59582,0.504004
POLR2A_HCT_116_Pol2_USC,HCT+AC0-116,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHct116Pol2UcdUniPk,UCDavis,POLR2A_HCT-116_Pol2_USC,0.759716,0.620665,0.599968,0.604672
POLR2A_HUVEC_Pol2_4H8_HudsonAlpha,HUVEC,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk,NA,POLR2A_HUVEC_Pol2-4H8_HudsonAlpha,0.809741,0.673461,0.650068,0.592804
POLR2A_HUVEC_Pol2_HudsonAlpha,HUVEC,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,NA,POLR2A_HUVEC_Pol2_HudsonAlpha,0.80301,0.718439,0.619284,0.57152
POLR2A_HUVEC_Pol2_Stanford,HUVEC,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHuvecPol2UniPk,std,POLR2A_HUVEC_Pol2_Stanford,0.758833,0.640223,0.61356,0.613392
POLR2A_HUVEC_Pol2_UT_A,HUVEC,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHuvecPol2UniPk,NA,POLR2A_HUVEC_Pol2_UT-A,0.808482,0.682005,0.656364,0.598692
POLR2A_HeLa_S3_Pol2(phosphoS2)_Stanford,HeLa+AC0-S3,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Pol2s2IggrabUniPk,IgG+AC0-rab,POLR2A_HeLa-S3_Pol2(phosphoS2)_Stanford,0.742985,0.657746,0.562456,0.519896
POLR2A_HeLa_S3_Pol2_HudsonAlpha,HeLa+AC0-S3,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHelas3Pol2Pcr1xUniPk,NA,POLR2A_HeLa-S3_Pol2_HudsonAlpha,0.807566,0.70178,0.618944,0.620272
POLR2A_HeLa_S3_Pol2_UT_A,HeLa+AC0-S3,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHelas3Pol2UniPk,NA,POLR2A_HeLa-S3_Pol2_UT-A,0.797227,0.499715,0.66546,0.60038
POLR2A_HeLa_S3_Pol2_Yale,HeLa+AC0-S3,POLR2A,Yale,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Pol2UniPk,std,POLR2A_HeLa-S3_Pol2_Yale,0.800382,0.644684,0.580884,0.566092
POLR2A_HepG2_Pol2(phosphoS2)_Stanford,HepG2,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk,IgG+AC0-rab,POLR2A_HepG2_Pol2(phosphoS2)_Stanford,0.659232,0.610405,0.63226,0.567164
POLR2A_HepG2_Pol2_4H8_HudsonAlpha,HepG2,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk,NA,POLR2A_HepG2_Pol2-4H8_HudsonAlpha,0.795316,0.628487,0.570104,0.59036
POLR2A_HepG2_Pol2_HudsonAlpha,HepG2,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk,NA,POLR2A_HepG2_Pol2_HudsonAlpha,0.744148,0.673713,0.637308,0.506424
POLR2A_HepG2_Pol2_Stanford,HepG2,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHepg2Pol2IggrabUniPk,IgG+AC0-rab,POLR2A_HepG2_Pol2_Stanford,0.770321,0.518962,0.621084,0.615796
POLR2A_HepG2_Pol2_UT_A,HepG2,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaHepg2Pol2UniPk,NA,POLR2A_HepG2_Pol2_UT-A,0.78216,0.610462,0.701704,0.647964
POLR2A_IMR90_Pol2_Stanford,IMR90,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhImr90Pol2IggrabUniPk,IgG+AC0-rab,POLR2A_IMR90_Pol2_Stanford,0.763352,0.673825,0.60182,0.492232
POLR2A_K562_Pol2(b)_Broad,K562,POLR2A,Broad,None,Pol2(b),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsBroadK562Pol2bUniPk,std,POLR2A_K562_Pol2(b)_Broad,0.800278,0.725062,0.679236,0.602192
POLR2A_K562_Pol2(phosphoS2)_Stanford,K562,POLR2A,Stanford,None,Pol2(phosphoS2),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2s2IggrabUniPk,IgG+AC0-rab,POLR2A_K562_Pol2(phosphoS2)_Stanford,0.688261,0.633823,0.550056,0.5098
POLR2A_K562_Pol2_4H8_HudsonAlpha,K562,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk,NA,POLR2A_K562_Pol2-4H8_HudsonAlpha,0.870936,0.804036,0.712032,0.685256
POLR2A_K562_Pol2_HudsonAlpha,K562,POLR2A,HudsonAlpha,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,NA,POLR2A_K562_Pol2_HudsonAlpha,0.838633,0.738782,0.6881,0.620908
POLR2A_K562_Pol2_Stanford,K562,POLR2A,Stanford,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2IggmusUniPk,IgG+AC0-mus,POLR2A_K562_Pol2_Stanford,0.811997,0.700321,0.639144,0.575988
POLR2A_K562_Pol2_UT_A,K562,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaK562Pol2UniPk,NA,POLR2A_K562_Pol2_UT-A,0.819872,0.707955,0.692812,0.648576
POLR2A_K562_Pol2_Yale,K562,POLR2A,Yale,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhK562Pol2UniPk,std,POLR2A_K562_Pol2_Yale,0.815872,0.671981,0.757964,0.71168
POLR2A_MCF_7_Pol2_UT_A,MCF+AC0-7,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaMcf7Pol2UniPk,NA,POLR2A_MCF-7_Pol2_UT-A,0.818164,0.722915,0.648052,0.58404
POLR2A_PANC_1_Pol2_4H8_HudsonAlpha,PANC+AC0-1,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibPanc1Pol24h8V0416101UniPk,NA,POLR2A_PANC-1_Pol2-4H8_HudsonAlpha,0.775629,0.662901,0.65488,0.571856
POLR2A_PBDE_Pol2_USC,PBDE,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhPbdePol2UcdUniPk,UCDavis,POLR2A_PBDE_Pol2_USC,0.788779,0.647358,0.642804,0.5823
POLR2A_ProgFib_Pol2_UT_A,ProgFib,POLR2A,UT+AC0-A,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsUtaProgfibPol2UniPk,NA,POLR2A_ProgFib_Pol2_UT-A,0.815503,0.691274,0.689944,0.671484
POLR2A_Raji_Pol2_USC,Raji,POLR2A,USC,None,Pol2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhRajiPol2UcdUniPk,UCDavis,POLR2A_Raji_Pol2_USC,0.751352,0.658725,0.635004,0.568024
POLR2A_SK_N_MC_Pol2_4H8_HudsonAlpha,SK+AC0-N+AC0-MC,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk,NA,POLR2A_SK-N-MC_Pol2-4H8_HudsonAlpha,0.891669,0.797311,0.78198,0.715848
POLR2A_SK_N_SH_Pol2_4H8_HudsonAlpha,SK+AC0-N+AC0-SH,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibSknshPol24h8V0416101UniPk,NA,POLR2A_SK-N-SH_Pol2-4H8_HudsonAlpha,0.771118,0.683673,0.608328,0.590196
POLR2A_U87_Pol2_4H8_HudsonAlpha,U87,POLR2A,HudsonAlpha,None,Pol2+AC0-4H8,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibU87Pol24h8V0416101UniPk,NA,POLR2A_U87_Pol2-4H8_HudsonAlpha,0.769322,0.664354,0.602276,0.55414
POU2F2_GM12878_POU2F2_HudsonAlpha,GM12878,POU2F2,HudsonAlpha,None,POU2F2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Pou2f2Pcr1xUniPk,NA,POU2F2_GM12878_POU2F2_HudsonAlpha,0.932609,0.877554,0.860856,0.822704
POU2F2_GM12891_POU2F2_HudsonAlpha,GM12891,POU2F2,HudsonAlpha,None,POU2F2,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk,NA,POU2F2_GM12891_POU2F2_HudsonAlpha,0.935746,0.897372,0.886084,0.865476
POU5F1_H1_hESC_POU5F1_(SC_9081)_HudsonAlpha,H1+AC0-hESC,POU5F1,HudsonAlpha,None,POU5F1+AF8-(SC+AC0-9081),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk,NA,POU5F1_H1-hESC_POU5F1_(SC-9081)_HudsonAlpha,0.976974,0.958837,0.910596,0.91886
PRDM1_HeLa_S3_PRDM1_(9115)_Stanford,HeLa+AC0-S3,PRDM1,Stanford,None,PRDM1+AF8-(9115),ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk,IgG+AC0-rab,PRDM1_HeLa-S3_PRDM1_(9115)_Stanford,0.981505,0.971868,0.937124,0.960884
RAD21_A549_Rad21_Stanford,A549,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhA549Rad21IggrabUniPk,IgG+AC0-rab,RAD21_A549_Rad21_Stanford,0.998755,0.996687,0.978408,0.979232
RAD21_GM12878_Rad21_HudsonAlpha,GM12878,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibGm12878Rad21V0416101UniPk,NA,RAD21_GM12878_Rad21_HudsonAlpha,0.997663,0.997449,0.976164,0.977376
RAD21_GM12878_Rad21_Stanford,GM12878,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhGm12878Rad21IggrabUniPk,IgG+AC0-rab,RAD21_GM12878_Rad21_Stanford,0.998116,0.996404,0.980948,0.980948
RAD21_H1_hESC_Rad21_HudsonAlpha,H1+AC0-hESC,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibH1hescRad21V0416102UniPk,NA,RAD21_H1-hESC_Rad21_HudsonAlpha,0.9967,0.996827,0.980188,0.981588
RAD21_H1_hESC_Rad21_Stanford,H1+AC0-hESC,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk,IgG+AC0-rab,RAD21_H1-hESC_Rad21_Stanford,0.996281,0.99828,0.97426,0.979392
RAD21_HeLa_S3_Rad21_Stanford,HeLa+AC0-S3,RAD21,Stanford,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsSydhHelas3Rad21IggrabUniPk,IgG+AC0-rab,RAD21_HeLa-S3_Rad21_Stanford,0.995443,0.996033,0.958856,0.977096
RAD21_HepG2_Rad21_HudsonAlpha,HepG2,RAD21,HudsonAlpha,None,Rad21,ENCODE Mar 2012 Freeze,good,wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,NA,RAD21_HepG2_Rad21_HudsonAlpha,0.995934,0.99676,0.96518,0.971572
